71	-0.0100503	-4.60517	-0.371713	-0.371713
22	-4.60517	-4.60517	-0.371713	-0.371713
84	-4.60517	-4.60517	-0.0100503	-0.371713
4	-0.371713	-4.60517	-0.371713	-0.371713
8	-0.371713	-0.0100503	-4.60517	-0.371713
9	-0.371713	-0.371713	-4.60517	-0.371713
40	-0.0100503	-0.0100503	-0.371713	-0.371713
11	-4.60517	-0.371713	-0.371713	-0.371713
7	-4.60517	-0.371713	-0.371713	-0.371713
1	-0.371713	-4.60517	-0.0100503	-0.371713
42	-0.0100503	-0.0100503	-0.371713	-0.371713
6	-4.60517	-0.371713	-0.371713	-0.371713
105	-0.0100503	-4.60517	-0.371713	-0.0100503
9	-0.371713	-4.60517	-4.60517	-0.0100503
7	-4.60517	-0.371713	-0.371713	-0.0100503
16	-0.371713	-4.60517	-4.60517	-0.371713
8	-0.371713	-4.60517	-0.0100503	-0.371713
14	-4.60517	-0.371713	-0.371713	-0.371713
6	-0.371713	-0.371713	-0.0100503	-4.60517
2	-0.371713	-0.371713	-0.0100503	-0.371713
5	-0.371713	-0.371713	-4.60517	-0.371713
52	-0.0100503	-0.371713	-0.371713	-0.371713
24	-4.60517	-0.371713	-0.371713	-4.60517
11	-0.371713	-0.371713	-4.60517	-0.371713
2	-4.60517	-0.371713	-0.371713	-0.371713
17	-0.371713	-4.60517	-4.60517	-0.371713
2	-0.371713	-0.371713	-0.0100503	-0.371713
2	-0.371713	-4.60517	-0.0100503	-0.371713
3	-0.371713	-0.0100503	-4.60517	-0.371713
10	-0.371713	-4.60517	-0.0100503	-0.371713
4	-0.371713	-0.371713	-4.60517	-0.0100503
6	-4.60517	-4.60517	-0.371713	-0.0100503
3	-0.371713	-4.60517	-0.371713	-4.60517
10	-4.60517	-0.371713	-0.371713	-0.0100503
4	-0.371713	-0.371713	-4.60517	-0.371713
6	-0.371713	-0.0100503	-0.0100503	-0.371713
39	-0.0100503	-0.0100503	-0.371713	-0.371713
14	-0.371713	-4.60517	-4.60517	-0.371713
3	-0.371713	-0.0100503	-4.60517	-0.0100503
14	-0.371713	-4.60517	-0.0100503	-4.60517
14	-0.371713	-0.0100503	-4.60517	-4.60517
3	-0.371713	-0.0100503	-0.0100503	-0.0100503
29	-0.371713	-0.371713	-4.60517	-4.60517
26	-4.60517	-0.0100503	-0.0100503	-0.371713
2	-4.60517	-0.0100503	-0.371713	-0.371713
7	-4.60517	-0.0100503	-0.371713	-4.60517
5	-0.371713	-0.371713	-0.0100503	-0.371713
2	-0.371713	-0.371713	-4.60517	-0.371713
7	-4.60517	-0.371713	-0.371713	-0.371713
5	-0.371713	-0.371713	-4.60517	-0.371713
3	-0.371713	-0.0100503	-0.0100503	-4.60517
29	-0.371713	-4.60517	-0.0100503	-4.60517
3	-0.371713	-0.0100503	-0.0100503	-0.371713
11	-0.371713	-0.371713	-0.0100503	-4.60517
8	-4.60517	-4.60517	-0.371713	-0.371713
5	-4.60517	-0.0100503	-0.371713	-0.0100503
10	-0.371713	-0.0100503	-0.0100503	-4.60517
2	-0.371713	-4.60517	-0.371713	-0.371713
3	-0.371713	-0.371713	-0.0100503	-4.60517
5	-0.371713	-0.0100503	-4.60517	-4.60517
2	-4.60517	-0.371713	-0.371713	-0.371713
1	-0.371713	-0.371713	-0.371713	-4.60517
8	-0.371713	-4.60517	-0.371713	-4.60517
1	-0.371713	-0.371713	-0.371713	-4.60517
4	-0.371713	-0.371713	-0.0100503	-0.371713
1	-0.371713	-0.371713	-0.0100503	-0.0100503
5	-4.60517	-0.371713	-0.371713	-0.371713
2	-0.371713	-0.371713	-4.60517	-0.0100503
6	-4.60517	-0.0100503	-0.371713	-0.371713
1	-0.371713	-0.371713	-0.371713	-0.371713
1	-0.371713	-0.0100503	-0.0100503	-0.371713
1	-0.371713	-0.371713	-0.371713	-0.0100503
3	-4.60517	-0.371713	-0.371713	-0.0100503
2	-0.371713	-0.0100503	-0.371713	-4.60517
9	-4.60517	-0.0100503	-0.371713	-0.0100503
3	-0.371713	-0.371713	-0.0100503	-0.371713
1	-0.371713	-0.371713	-4.60517	-0.371713
3	-0.371713	-0.371713	-0.0100503	-0.0100503
4	-4.60517	-4.60517	-0.371713	-0.0100503
4	-4.60517	-0.0100503	-0.371713	-0.371713
4	-0.371713	-0.371713	-4.60517	-0.0100503
1	-0.371713	-0.371713	-0.371713	-0.371713
3	-0.371713	-0.0100503	-0.0100503	-0.0100503
1	-0.371713	-0.371713	-0.0100503	-0.0100503
1	-0.371713	-0.0100503	-0.0100503	-0.371713
2	-0.371713	-4.60517	-0.0100503	-0.0100503
1	-0.371713	-0.371713	-0.0100503	-0.371713
2	-0.371713	-0.0100503	-4.60517	-0.371713
1	-0.371713	-0.371713	-0.0100503	-0.371713
1	-0.371713	-0.0100503	-0.371713	-0.371713
1	-0.371713	-0.371713	-0.0100503	-0.0100503
2	-0.371713	-4.60517	-0.371713	-4.60517
1	-0.371713	-0.371713	-0.371713	-0.371713
1	-0.371713	-4.60517	-0.371713	-0.371713
